source,cid,category description,sub_batch_name
tmall,50005945,传统滋补营养品>参类滋补品(父级类目),食品
tmall,50005949,传统滋补营养品>参类滋补品>高丽参及其制品,食品
tmall,50005947,传统滋补营养品>参类滋补品>人参/园参及其制品,食品
tmall,50005946,传统滋补营养品>参类滋补品>山参,食品
tmall,50005948,传统滋补营养品>参类滋补品>西洋参,食品
tmall,125080007,传统滋补营养品>参茸贵细(父级类目),食品
tmall,124140009,传统滋补营养品>参茸贵细>海参(父级类目),食品
tmall,124108009,传统滋补营养品>参茸贵细>海参>干品/即食海参,食品
tmall,124138008,传统滋补营养品>参茸贵细>海参>即食海参,食品
tmall,124848002,传统滋补营养品>参茸贵细>海马,食品
tmall,50020302,传统滋补营养品>参茸贵细>红景天,食品
tmall,124252006,传统滋补营养品>参茸贵细>花胶/鱼胶,食品
tmall,50015211,传统滋补营养品>参茸贵细>雪蛤/林蛙油(父级类目),食品
tmall,50008908,传统滋补营养品>参茸贵细>雪蛤/林蛙油>其它雪蛤制品,食品
tmall,50015213,传统滋补营养品>参茸贵细>雪蛤/林蛙油>雪蛤干,食品
tmall,50015214,传统滋补营养品>参茸贵细>雪蛤/林蛙油>雪蛤油,食品
tmall,124250006,传统滋补营养品>参茸贵细>元贝,食品
tmall,50008046,传统滋补营养品>冬虫夏草,食品
tmall,201218611,传统滋补营养品>蜂蜜及其制品(父级类目),食品
tmall,50005773,传统滋补营养品>蜂蜜及其制品>蜂产品(父级类目),食品
tmall,50012590,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂巢素,食品
tmall,50005777,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂花粉,食品
tmall,50005775,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂胶,食品
tmall,50005778,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂蜜糖/蜂制品,食品
tmall,50005776,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂王浆,食品
tmall,126520012,传统滋补营养品>蜂蜜及其制品>蜂产品>养蜂工具,食品
tmall,50005774,传统滋补营养品>蜂蜜及其制品>蜂蜜,食品
tmall,50015207,传统滋补营养品>枸杞及其制品(父级类目),食品
tmall,50008048,传统滋补营养品>枸杞及其制品>枸杞,食品
tmall,50015209,传统滋补营养品>枸杞及其制品>枸杞原浆/枸杞制品,食品
tmall,50015194,传统滋补营养品>灵芝(父级类目),食品
tmall,50015198,传统滋补营养品>灵芝>灵芝孢子粉,食品
tmall,50015197,传统滋补营养品>灵芝>灵芝粉,食品
tmall,50015196,传统滋补营养品>灵芝>灵芝片,食品
tmall,50008047,传统滋补营养品>灵芝>其它灵芝产品,食品
tmall,50015195,传统滋补营养品>灵芝>整枝灵芝,食品
tmall,50015134,传统滋补营养品>鹿茸(父级类目),食品
tmall,50015135,传统滋补营养品>鹿茸>鹿茸片,食品
tmall,50015136,传统滋补营养品>鹿茸>鹿茸枝,食品
tmall,50015137,传统滋补营养品>鹿茸>鹿制膏,食品
tmall,50008045,传统滋补营养品>鹿茸>鹿制膏/鹿制品,食品
tmall,50009980,传统滋补营养品>三七,食品
tmall,50012186,传统滋补营养品>石斛/枫斗,食品
tmall,124860002,传统滋补营养品>食疗滋补营养(父级类目),食品
tmall,124834003,传统滋补营养品>食疗滋补营养>龟苓膏,食品
tmall,50009979,传统滋补营养品>食疗滋补营养>山药及其制品,食品
tmall,124830004,传统滋补营养品>食疗滋补营养>养生粉,食品
tmall,124180007,传统滋补营养品>食疗滋补营养>养生膏,食品
tmall,201222709,传统滋补营养品>食疗滋补营养>养生丸,食品
tmall,124832003,传统滋补营养品>食疗滋补营养>药膳养生汤料,食品
tmall,124870001,传统滋补营养品>食疗滋补营养>滋补凉茶,食品
tmall,124848003,传统滋补营养品>食疗滋补营养>滋补营养糖,食品
tmall,124872001,传统滋补营养品>食疗滋补营养>紫米,食品
tmall,124092006,传统滋补营养品>燕窝滋补品(父级类目),食品
tmall,124128007,传统滋补营养品>燕窝滋补品>即食燕窝,食品
tmall,50008044,传统滋补营养品>燕窝滋补品>燕窝,食品
tmall,126530022,传统滋补营养品>燕窝滋补品>燕窝制品,食品
tmall,50010420,传统滋补营养品>养生茶,食品
tmall,50015218,传统滋补营养品>药食同源食品(父级类目),食品
tmall,50020309,传统滋补营养品>药食同源食品>白扁豆,食品
tmall,50020308,传统滋补营养品>药食同源食品>白果,食品
tmall,50050425,传统滋补营养品>药食同源食品>百合,食品
tmall,50015227,传统滋补营养品>药食同源食品>藏红花,食品
tmall,50009986,传统滋补营养品>药食同源食品>川贝,食品
tmall,50009984,传统滋补营养品>药食同源食品>当归,食品
tmall,50008665,传统滋补营养品>药食同源食品>风流果,食品
tmall,50020310,传统滋补营养品>药食同源食品>佛手,食品
tmall,50012190,传统滋补营养品>药食同源食品>茯苓,食品
tmall,50020307,传统滋补营养品>药食同源食品>甘草,食品
tmall,50050432,传统滋补营养品>药食同源食品>葛根,食品
tmall,50050429,传统滋补营养品>药食同源食品>荷叶,食品
tmall,50050434,传统滋补营养品>药食同源食品>黄精,食品
tmall,50009983,传统滋补营养品>药食同源食品>黄芩,食品
tmall,50020313,传统滋补营养品>药食同源食品>鸡内金,食品
tmall,50020315,传统滋补营养品>药食同源食品>金银花,食品
tmall,50020320,传统滋补营养品>药食同源食品>桔梗,食品
tmall,50050430,传统滋补营养品>药食同源食品>橘皮,食品
tmall,50012196,传统滋补营养品>药食同源食品>决明子,食品
tmall,50050433,传统滋补营养品>药食同源食品>龙眼肉（桂圆）,食品
tmall,50050145,传统滋补营养品>药食同源食品>芦荟,食品
tmall,50020314,传统滋补营养品>药食同源食品>罗汉果,食品
tmall,50050146,传统滋补营养品>药食同源食品>蚂蚁,食品
tmall,50020306,传统滋补营养品>药食同源食品>玫瑰茄,食品
tmall,50020305,传统滋补营养品>药食同源食品>牛蒡,食品
tmall,50020318,传统滋补营养品>药食同源食品>胖大海,食品
tmall,50015272,传统滋补营养品>药食同源食品>其他药食同源食品,食品
tmall,50020312,传统滋补营养品>药食同源食品>芡实,食品
tmall,50050428,传统滋补营养品>药食同源食品>肉桂,食品
tmall,50050427,传统滋补营养品>药食同源食品>桑椹,食品
tmall,50020319,传统滋补营养品>药食同源食品>桑叶,食品
tmall,50020311,传统滋补营养品>药食同源食品>沙棘/沙棘原浆,食品
tmall,50020317,传统滋补营养品>药食同源食品>砂仁,食品
tmall,50050147,传统滋补营养品>药食同源食品>松花粉,食品
tmall,50020322,传统滋补营养品>药食同源食品>酸枣仁,食品
tmall,50020323,传统滋补营养品>药食同源食品>天门冬,食品
tmall,50050431,传统滋补营养品>药食同源食品>杏仁,食品
tmall,50050151,传统滋补营养品>药食同源食品>银杏,食品
tmall,50020316,传统滋补营养品>药食同源食品>鱼腥草,食品
tmall,124222013,传统滋补营养品>药食同源食品>枣,食品
tmall,50050426,传统滋补营养品>药食同源食品>栀子,食品
tmall,50020321,传统滋补营养品>药食同源食品>紫苏,食品
tmall,201336503,传统滋补营养品>滋补经典方/精制中药材,食品
tmall,50020296,传统滋补营养品>滋补养生原料(父级类目),食品
tmall,50050417,传统滋补营养品>滋补养生原料>北沙参,食品
tmall,50009985,传统滋补营养品>滋补养生原料>不老草,食品
tmall,50007215,传统滋补营养品>滋补养生原料>传统滋补品其他,食品
tmall,50020300,传统滋补营养品>滋补养生原料>丹参,食品
tmall,50050413,传统滋补营养品>滋补养生原料>党参,食品
tmall,50050419,传统滋补营养品>滋补养生原料>豆蔻,食品
tmall,50020303,传统滋补营养品>滋补养生原料>杜仲,食品
tmall,50050420,传统滋补营养品>滋补养生原料>广金钱草,食品
tmall,50050421,传统滋补营养品>滋补养生原料>红花,食品
tmall,123232002,传统滋补营养品>滋补养生原料>花生衣,食品
tmall,201219910,传统滋补营养品>滋补养生原料>化橘红,食品
tmall,50050416,传统滋补营养品>滋补养生原料>黄芪,食品
tmall,123224003,传统滋补营养品>滋补养生原料>金蝉花,食品
tmall,201230408,传统滋补营养品>滋补养生原料>辣木籽,食品
tmall,50020304,传统滋补营养品>滋补养生原料>罗布麻,食品
tmall,123190004,传统滋补营养品>滋补养生原料>玛咖干,食品
tmall,50050424,传统滋补营养品>滋补养生原料>麦冬,食品
tmall,50050418,传统滋补营养品>滋补养生原料>牛膝,食品
tmall,50050149,传统滋补营养品>滋补养生原料>其它新食品原料类,食品
tmall,50050423,传统滋补营养品>滋补养生原料>山茱萸,食品
tmall,50020299,传统滋补营养品>滋补养生原料>生地黄,食品
tmall,50020298,传统滋补营养品>滋补养生原料>熟地黄,食品
tmall,50050422,传统滋补营养品>滋补养生原料>太子参,食品
tmall,126000001,传统滋补营养品>滋补养生原料>桃胶,食品
tmall,50008328,传统滋补营养品>滋补养生原料>天麻,食品
tmall,50050415,传统滋补营养品>滋补养生原料>威灵仙,食品
tmall,50012195,传统滋补营养品>滋补养生原料>五加皮,食品
tmall,50008674,传统滋补营养品>滋补养生原料>五味子,食品
tmall,50009982,传统滋补营养品>滋补养生原料>雪莲,食品
tmall,126334003,传统滋补营养品>滋补养生原料>雪燕,食品
tmall,201221012,传统滋补营养品>滋补养生原料>养生泡酒料,食品
tmall,50015228,传统滋补营养品>滋补养生原料>益母草,食品
tmall,50050150,传统滋补营养品>滋补养生原料>蛹虫草,食品
tmall,123238003,传统滋补营养品>滋补养生原料>皂角米,食品
tmall,50050414,传统滋补营养品>滋补养生原料>珍珠粉,食品
tmall,50009981,传统滋补营养品>滋补养生原料>制何首乌,食品
tmall,50008141,酒类(父级类目),饮料
tmall,50008144,酒类>国产白酒,饮料
tmall,201232704,酒类>黄酒/米酒(父级类目),饮料
tmall,50008147,酒类>黄酒/米酒>传统黄酒,饮料
tmall,201230321,酒类>黄酒/米酒>米酒,饮料
tmall,201222505,酒类>酒类提货券(父级类目),饮料
tmall,201220011,酒类>酒类提货券>保健食品酒提货券,饮料
tmall,201228319,酒类>酒类提货券>国产白酒提货券,饮料
tmall,201217817,酒类>酒类提货券>黄酒提货券,饮料
tmall,201229907,酒类>酒类提货券>配置酒/果酒提货券,饮料
tmall,201221811,酒类>酒类提货券>啤酒提货券,饮料
tmall,201222620,酒类>酒类提货券>葡萄酒提货券,饮料
tmall,201228318,酒类>酒类提货券>洋酒提货券,饮料
tmall,201218711,酒类>露酒/果酒(父级类目),饮料
tmall,50008145,酒类>露酒/果酒>果酒,饮料
tmall,201220319,酒类>露酒/果酒>露酒,饮料
tmall,50008146,酒类>啤酒,饮料
tmall,50013003,酒类>葡萄酒,饮料
tmall,201324202,酒类>葡萄酒（新）(父级类目),饮料
tmall,201332902,酒类>葡萄酒（新）>干白静态葡萄酒,饮料
tmall,201334103,酒类>葡萄酒（新）>干红静态葡萄酒,饮料
tmall,201331102,酒类>葡萄酒（新）>加强葡萄酒,饮料
tmall,201332702,酒类>葡萄酒（新）>起泡及香槟葡萄酒,饮料
tmall,201337703,酒类>葡萄酒（新）>桃红静态葡萄酒,饮料
tmall,201330602,酒类>葡萄酒（新）>甜型葡萄酒（含贵腐/冰酒）,饮料
tmall,50008148,酒类>其他酒类,饮料
tmall,50514003,酒类>洋酒(父级类目),饮料
tmall,201420804,酒类>洋酒>DIY鸡尾酒,饮料
tmall,50510004,酒类>洋酒>白兰地/Brandy,饮料
tmall,50516005,酒类>洋酒>伏特加/Vodka,饮料
tmall,50496003,酒类>洋酒>金酒/Gin,饮料
tmall,50524001,酒类>洋酒>朗姆酒/Rum,饮料
tmall,50506002,酒类>洋酒>力娇酒/Liqueur,饮料
tmall,50520002,酒类>洋酒>龙舌兰/Tequila,饮料
tmall,50522002,酒类>洋酒>梅酒,饮料
tmall,50514004,酒类>洋酒>清酒/烧酒,饮料
tmall,50498002,酒类>洋酒>威末/Vermouth,饮料
tmall,50522003,酒类>洋酒>威士忌/Whiskey,饮料
tmall,50632001,酒类>洋酒>预调鸡尾酒/Alcopop,饮料
tmall,201232908,酒类>养生酒(父级类目),饮料
tmall,123502002,酒类>养生酒>保健食品酒,饮料
tmall,201222226,酒类>养生酒>养生配制酒,饮料
tmall,50026316,咖啡/麦片/冲饮(父级类目),饮料
tmall,50010422,咖啡/麦片/冲饮>成人奶粉,饮料
tmall,201217909,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券(父级类目),饮料
tmall,201220216,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>成人奶粉提货券,饮料
tmall,201217815,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>藕粉/麦片/冲饮品提货券,饮料
tmall,201217416,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>其他饮品提货券,饮料
tmall,201222618,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>乳制品提货券,饮料
tmall,201229707,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>食补粉粉提货券,饮料
tmall,201223114,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>速溶咖啡/咖啡豆/粉提货券,饮料
tmall,201222511,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>天然粉粉食品提货券,饮料
tmall,201228016,咖啡/麦片/冲饮>咖啡/麦片/冲饮提货券>饮料提货券,饮料
tmall,50008430,咖啡/麦片/冲饮>奶酪/奶制品(父级类目),饮料
tmall,50008434,咖啡/麦片/冲饮>奶酪/奶制品>奶干,饮料
tmall,50008431,咖啡/麦片/冲饮>奶酪/奶制品>奶酪,饮料
tmall,50008435,咖啡/麦片/冲饮>奶酪/奶制品>奶皮,饮料
tmall,50008432,咖啡/麦片/冲饮>奶酪/奶制品>奶片,饮料
tmall,50008433,咖啡/麦片/冲饮>奶酪/奶制品>奶酥,饮料
tmall,50009857,咖啡/麦片/冲饮>藕粉/麦片/冲饮品(父级类目),饮料
tmall,50009861,咖啡/麦片/冲饮>藕粉/麦片/冲饮品>冲饮果汁,饮料
tmall,201152012,咖啡/麦片/冲饮>藕粉/麦片/冲饮品>冲饮红糖,饮料
