source,cid,category description,sub_batch_name
tmall,50050723,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>土豆,食品
tmall,201173808,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>西兰花/花菜,食品
tmall,201170809,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜百合,食品
tmall,124220007,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜板栗/板栗仁,食品
tmall,201171211,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜豆类,食品
tmall,201413701,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜花椒,食品
tmall,201394001,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜花生,食品
tmall,201394101,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜豇豆,食品
tmall,201386201,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜葵花籽/葵瓜子,食品
tmall,201357153,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜莲蓬,食品
tmall,50050721,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜山药,食品
tmall,123252002,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜松茸/菌菇,食品
tmall,201378016,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜银耳,食品
tmall,124168013,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>新鲜玉米,食品
tmall,50050724,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>叶菜类,食品
tmall,127674027,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>芋头,食品
tmall,126500026,水产肉类/新鲜蔬果/熟食>新鲜蔬菜/蔬菜制品>新鲜蔬菜/包装新鲜蔬菜>竹笋,食品
tmall,122666001,水产肉类/新鲜蔬果/熟食>新鲜水果(父级类目),食品
tmall,123200009,水产肉类/新鲜蔬果/熟食>新鲜水果>芭乐,食品
tmall,123188007,水产肉类/新鲜蔬果/熟食>新鲜水果>百香果,食品
tmall,123258002,水产肉类/新鲜蔬果/熟食>新鲜水果>菠萝,食品
tmall,126412023,水产肉类/新鲜蔬果/熟食>新鲜水果>菠萝蜜,食品
tmall,50150001,水产肉类/新鲜蔬果/熟食>新鲜水果>草莓,食品
tmall,50050730,水产肉类/新鲜蔬果/熟食>新鲜水果>车厘子/樱桃,食品
tmall,50280002,水产肉类/新鲜蔬果/熟食>新鲜水果>橙,食品
tmall,50166003,水产肉类/新鲜蔬果/熟食>新鲜水果>番荔枝/释迦,食品
tmall,123210007,水产肉类/新鲜蔬果/熟食>新鲜水果>凤梨,食品
tmall,50154001,水产肉类/新鲜蔬果/熟食>新鲜水果>哈密瓜,食品
tmall,123194007,水产肉类/新鲜蔬果/熟食>新鲜水果>火龙果,食品
tmall,123220003,水产肉类/新鲜蔬果/熟食>新鲜水果>桔子,食品
tmall,50326001,水产肉类/新鲜蔬果/熟食>新鲜水果>蓝莓,食品
tmall,50050728,水产肉类/新鲜蔬果/熟食>新鲜水果>梨,食品
tmall,50278005,水产肉类/新鲜蔬果/熟食>新鲜水果>李子,食品
tmall,50138004,水产肉类/新鲜蔬果/熟食>新鲜水果>荔枝,食品
tmall,123218003,水产肉类/新鲜蔬果/熟食>新鲜水果>莲雾,食品
tmall,50150002,水产肉类/新鲜蔬果/熟食>新鲜水果>榴莲,食品
tmall,50258012,水产肉类/新鲜蔬果/熟食>新鲜水果>龙眼,食品
tmall,50050727,水产肉类/新鲜蔬果/熟食>新鲜水果>芒果,食品
tmall,123920001,水产肉类/新鲜蔬果/熟食>新鲜水果>毛丹/毛荔枝,食品
tmall,50146001,水产肉类/新鲜蔬果/熟食>新鲜水果>木瓜,食品
tmall,50050729,水产肉类/新鲜蔬果/熟食>新鲜水果>柠檬,食品
tmall,50328001,水产肉类/新鲜蔬果/熟食>新鲜水果>牛油果,食品
tmall,50152001,水产肉类/新鲜蔬果/熟食>新鲜水果>枇杷,食品
tmall,50050732,水产肉类/新鲜蔬果/熟食>新鲜水果>苹果,食品
tmall,50144001,水产肉类/新鲜蔬果/熟食>新鲜水果>葡萄/提子,食品
tmall,50008064,水产肉类/新鲜蔬果/熟食>新鲜水果>其它,食品
tmall,50138003,水产肉类/新鲜蔬果/熟食>新鲜水果>奇异果/猕猴桃,食品
tmall,201163405,水产肉类/新鲜蔬果/熟食>新鲜水果>人参果,食品
tmall,50050731,水产肉类/新鲜蔬果/熟食>新鲜水果>山竹,食品
tmall,50136009,水产肉类/新鲜蔬果/熟食>新鲜水果>石榴,食品
tmall,123922001,水产肉类/新鲜蔬果/熟食>新鲜水果>柿子,食品
tmall,50556001,水产肉类/新鲜蔬果/熟食>新鲜水果>桃,食品
tmall,201180905,水产肉类/新鲜蔬果/熟食>新鲜水果>甜瓜,食品
tmall,201408803,水产肉类/新鲜蔬果/熟食>新鲜水果>无花果,食品
tmall,123236003,水产肉类/新鲜蔬果/熟食>新鲜水果>西瓜,食品
tmall,123190007,水产肉类/新鲜蔬果/熟食>新鲜水果>西柚,食品
tmall,123244002,水产肉类/新鲜蔬果/熟食>新鲜水果>香蕉,食品
tmall,201394201,水产肉类/新鲜蔬果/熟食>新鲜水果>杏,食品
tmall,201162406,水产肉类/新鲜蔬果/熟食>新鲜水果>雪莲果,食品
tmall,126488017,水产肉类/新鲜蔬果/熟食>新鲜水果>杨梅,食品
tmall,123918001,水产肉类/新鲜蔬果/熟食>新鲜水果>杨桃,食品
tmall,123190006,水产肉类/新鲜蔬果/熟食>新鲜水果>椰青,食品
tmall,50146002,水产肉类/新鲜蔬果/熟食>新鲜水果>柚子,食品
tmall,50148001,水产肉类/新鲜蔬果/熟食>新鲜水果>枣,食品
tmall,50025680,水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜(父级类目),食品
tmall,50013193,水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜>酱菜,食品
tmall,50016817,水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜>脱水蔬菜,食品
tmall,50016818,水产肉类/新鲜蔬果/熟食>腌制蔬菜/泡菜/酱菜/脱水蔬菜>腌制/榨菜/泡菜,食品
tmall,50023717,医疗器械/计生用品(父级类目),其它
tmall,50408001,医疗器械/计生用品>保健用品(父级类目),其它
tmall,122350001,医疗器械/计生用品>保健用品>艾灸/艾草/艾条/艾制品,其它
tmall,50005183,医疗器械/计生用品>保健用品>按摩刮疗片/板,其它
tmall,122320003,医疗器械/计生用品>保健用品>按摩器材,其它
tmall,122346001,医疗器械/计生用品>保健用品>便厕用具,其它
tmall,126782002,医疗器械/计生用品>保健用品>刮痧板,其它
tmall,122340001,医疗器械/计生用品>保健用品>拐杖助行,其它
tmall,125092019,医疗器械/计生用品>保健用品>国际器械,其它
tmall,122320002,医疗器械/计生用品>保健用品>呼吸健康/保健型制氧机,其它
tmall,122328001,医疗器械/计生用品>保健用品>呼吸配件（非器械）,其它
tmall,126766003,医疗器械/计生用品>保健用品>护理垫,其它
tmall,122314002,医疗器械/计生用品>保健用品>急救用品,其它
tmall,123674001,医疗器械/计生用品>保健用品>戒烟产品,其它
tmall,122334001,医疗器械/计生用品>保健用品>康复护理,其它
tmall,122376001,医疗器械/计生用品>保健用品>口腔健康,其它
tmall,122372002,医疗器械/计生用品>保健用品>面部健康,其它
tmall,122354001,医疗器械/计生用品>保健用品>镊子/手术剪,其它
tmall,126654001,医疗器械/计生用品>保健用品>爬楼机,其它
tmall,122330002,医疗器械/计生用品>保健用品>皮肤消毒护理（消）,其它
tmall,122342003,医疗器械/计生用品>保健用品>私处护理,其它
tmall,126762002,医疗器械/计生用品>保健用品>洗澡椅,其它
tmall,201336802,医疗器械/计生用品>保健用品>氧气袋,其它
tmall,122356001,医疗器械/计生用品>保健用品>药箱,其它
tmall,122514001,医疗器械/计生用品>保健用品>医用耗材,其它
tmall,122370001,医疗器械/计生用品>保健用品>运动健康,其它
tmall,122368001,医疗器械/计生用品>保健用品>智能手环,其它
tmall,122358001,医疗器械/计生用品>保健用品>足部健康,其它
tmall,200830005,医疗器械/计生用品>盆底肌修复仪,其它
tmall,50120006,医疗器械/计生用品>医疗健康服务(父级类目),其它
tmall,124886006,医疗器械/计生用品>医疗健康服务>海外就医服务,其它
tmall,124838005,医疗器械/计生用品>医疗健康服务>检验及基因检测,其它
tmall,124858006,医疗器械/计生用品>医疗健康服务>健康管理,其它
tmall,124840003,医疗器械/计生用品>医疗健康服务>康复疗养,其它
tmall,124868006,医疗器械/计生用品>医疗健康服务>口腔,其它
tmall,124846003,医疗器械/计生用品>医疗健康服务>生殖及孕产护理,其它
tmall,50296001,医疗器械/计生用品>医疗健康服务>体检/医疗保健卡,其它
tmall,124882002,医疗器械/计生用品>医疗健康服务>眼科,其它
tmall,124846004,医疗器械/计生用品>医疗健康服务>医学美容,其它
tmall,50294001,医疗器械/计生用品>医疗健康服务>预约就医(父级类目),其它
tmall,125094002,医疗器械/计生用品>医疗健康服务>预约就医>网络医院,其它
tmall,124842003,医疗器械/计生用品>医疗健康服务>预约就医>预约专家,其它
tmall,124832006,医疗器械/计生用品>医疗健康服务>助医服务,其它
tb,50026800,保健食品/膳食营养补充食品(父级类目),食品
tb,123454001,保健食品/膳食营养补充食品>保健食品,食品
tb,123378001,保健食品/膳食营养补充食品>海外膳食营养补充食品(父级类目),食品
tb,50026805,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白(父级类目),食品
tb,50026821,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>氨基酸,食品
tb,50026824,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>大豆分离蛋白,食品
tb,50026859,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>谷氨酰胺,食品
tb,50026822,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>骨胶原蛋白,食品
tb,50026829,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>混合蛋白,食品
tb,50026826,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>胶原蛋白,食品
tb,50026825,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>精氨酸,食品
tb,50026823,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>乳清蛋白,食品
tb,50026831,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>肽类,食品
tb,50026857,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>褪黑素/松果体素,食品
tb,50026828,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>鱼蛋白,食品
tb,50026830,保健食品/膳食营养补充食品>海外膳食营养补充食品>蛋白粉/氨基酸/胶原蛋白>支链氨基酸,食品
tb,50026808,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物(父级类目),食品
tb,50026847,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>袋鼠精,食品
tb,125688015,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>蜂胶/蜂产品,食品
tb,50026849,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>林蛙油提取物,食品
tb,50026848,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>鹿产品提取物,食品
tb,50026844,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>牛初乳,食品
tb,50026845,保健食品/膳食营养补充食品>海外膳食营养补充食品>动物精华/提取物>羊胎盘提取物,食品
tb,201185801,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品(父级类目),食品
tb,201185702,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品>海外保健机能饼干,食品
tb,201186602,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品>海外保健机能代餐,食品
tb,201187802,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品>海外保健机能即饮,食品
tb,201186603,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品>海外保健机能软糖,食品
tb,201188301,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外保健机能食品>海外保健机能啫喱,食品
tb,201307303,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外运动纤体食品(父级类目),食品
tb,201308308,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外运动纤体食品>海外保健体重管理,食品
tb,201303507,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外运动纤体食品>海外保健运动提能,食品
tb,201301409,保健食品/膳食营养补充食品>海外膳食营养补充食品>海外运动纤体食品>海外保健运动修复,食品
tb,50026803,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类(父级类目),食品
tb,50026873,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>氨基葡萄糖,食品
tb,50026866,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>海狗/海豹油,食品
tb,50026874,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>甲壳素,食品
tb,50026871,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>角鲨烯,食品
tb,50026868,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>螺旋藻/藻类提取物,食品
tb,50026865,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>牡蛎/贝类提取物,食品
tb,50026867,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>沙丁鱼提取物,食品
tb,50026869,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>鲨鱼软骨素,食品
tb,50026864,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>虾青素,食品
tb,50026872,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>鱼油/深海鱼油,食品
tb,50026863,保健食品/膳食营养补充食品>海外膳食营养补充食品>海洋生物类>珍珠粉,食品
tb,50026804,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵(父级类目),食品
tb,201468201,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>NAD+前体营养补充剂,食品
tb,50026887,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>辅酶Q10,食品
tb,50026891,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>红曲,食品
tb,50026893,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>酵素,食品
tb,50026892,保健食品/膳食营养补充食品>海外膳食营养补充食品>菌/菇/微生物发酵>益生菌,食品
tb,127764006,保健食品/膳食营养补充食品>海外膳食营养补充食品>丽人海外膳补,食品
tb,123634001,保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品(父级类目),食品
tb,50050237,保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>其他膳食营养补充剂,食品
tb,50026809,保健食品/膳食营养补充食品>海外膳食营养补充食品>其他膳食营养补充食品>膳食补充剂型饮料,食品
tb,50026806,保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物(父级类目),食品
tb,50026906,保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>低聚糖/寡糖,食品
tb,50026904,保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>膳食纤维/果蔬纤维,食品
tb,50026905,保健食品/膳食营养补充食品>海外膳食营养补充食品>膳食纤维/碳水化合物>生物多糖,食品
tb,50026802,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质(父级类目),食品
tb,50026917,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>B族维生素,食品
tb,50026926,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>复合维生素/矿物质,食品
tb,50026918,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙,食品
tb,50026915,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙镁,食品
tb,50026922,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>钙铁锌,食品
tb,127066001,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>生物素,食品
tb,50026916,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>铁,食品
tb,50026925,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素A/胡萝卜素,食品
tb,50026914,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素AD,食品
tb,50026924,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素C,食品
tb,50026923,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素D,食品
tb,50026919,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素E/小麦胚芽油,食品
tb,50026920,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素E+C,食品
tb,50026913,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>维生素K,食品
tb,50026912,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>硒,食品
tb,50026928,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>锌,食品
tb,50026927,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>叶酸,食品
tb,50026921,保健食品/膳食营养补充食品>海外膳食营养补充食品>维生素/矿物质>左旋肉碱,食品
tb,201221009,保健食品/膳食营养补充食品>海外膳食营养补充食品>营养包,食品
tb,50050227,保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类(父级类目),食品
tb,50050228,保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类>DHA/EPA/DPA,食品
tb,50050229,保健食品/膳食营养补充食品>海外膳食营养补充食品>脂肪酸/脂类>亚麻酸,食品
tb,50026807,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物(父级类目),食品
tb,50026952,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>pycnogenol.碧萝芷,食品
tb,50026960,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>参类提取物,食品
tb,50026961,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>茶多酚/茶族,食品
tb,50026947,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>大豆异黄酮,食品
tb,50026971,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>大蒜提取物,食品
tb,50026953,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>番茄红素,食品
tb,50026950,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>葛根,食品
tb,50026975,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蓟类,食品
tb,50026949,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>锯棕榈,食品
tb,50026972,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>苦瓜提取物,食品
tb,50026957,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>芦荟,食品
tb,50026965,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>卵磷脂,食品
tb,122312004,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>玛咖提取物,食品
tb,50026974,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蔓越莓,食品
tb,50026969,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>玫瑰精油,食品
tb,50026955,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>木瓜提取物,食品
tb,50026956,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>纳豆提取物,食品
tb,50026951,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>南瓜/南瓜籽,食品
tb,50026970,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>苹果酸,食品
tb,50026966,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>葡萄籽提取物,食品
tb,50026963,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蒲公英,食品
tb,50026946,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>其它植物提取物,食品
tb,50026962,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>沙棘,食品
tb,50026959,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>蛇麻草,食品
tb,50026976,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>圣约翰草提取物,食品
tb,50026954,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>叶黄素,食品
tb,50026964,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>银杏/人参银杏,食品
tb,50026968,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>月见草油,食品
tb,50026967,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>越橘/蓝莓提取物,食品
tb,50026958,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>紫花苜蓿,食品
tb,50026948,保健食品/膳食营养补充食品>海外膳食营养补充食品>植物精华/提取物>紫锥菊提取物,食品
tb,125046003,保健食品/膳食营养补充食品>普通膳食营养食品(父级类目),食品
tb,125076012,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白(父级类目),食品
tb,125072025,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>氨基酸/运动营养,食品
tb,125088021,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>大豆分离蛋白/混合蛋白,食品
tb,125060018,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>胶原蛋白,食品
tb,125044023,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>乳清蛋白,食品
tb,125046030,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>肽类,食品
tb,125100024,保健食品/膳食营养补充食品>普通膳食营养食品>蛋白粉/氨基酸/胶原蛋白>褪黑素/蛇麻草/圣约翰草,食品
tb,125048019,保健食品/膳食营养补充食品>普通膳食营养食品>动物精华/提取物(父级类目),食品
tb,125084030,保健食品/膳食营养补充食品>普通膳食营养食品>动物精华/提取物>袋鼠精,食品
tb,125076013,保健食品/膳食营养补充食品>普通膳食营养食品>动物精华/提取物>牛初乳,食品
tb,125040021,保健食品/膳食营养补充食品>普通膳食营养食品>动物精华/提取物>普通动物提取物,食品
tb,125112017,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类(父级类目),食品
tb,125060017,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>氨糖软骨素/骨胶原,食品
tb,125088020,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>螺旋藻/藻类提取物,食品
tb,125096013,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>牡蛎/贝类提取物,食品
tb,125078022,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>普通海洋生物提取物,食品
tb,125102017,保健食品/膳食营养补充食品>普通膳食营养食品>海洋生物类>鱼油/深海鱼油,食品
tb,125044020,保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素(父级类目),食品
tb,125114014,保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>辅酶Q10,食品
tb,125084029,保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>猴头菇/普通菌菇提取物,食品
tb,125032016,保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>酵素,食品
tb,125036023,保健食品/膳食营养补充食品>普通膳食营养食品>菌/菇/酵素>益生菌,食品
tb,127026004,保健食品/膳食营养补充食品>普通膳食营养食品>能量补充剂型饮料(父级类目),食品
tb,201379616,保健食品/膳食营养补充食品>普通膳食营养食品>能量补充剂型饮料>保健品饮品,食品
tb,125088017,保健食品/膳食营养补充食品>普通膳食营养食品>其他膳食营养补充食品(父级类目),食品
tb,125080031,保健食品/膳食营养补充食品>普通膳食营养食品>其他膳食营养补充食品>其他膳食营养补充剂,食品
tb,201301730,保健食品/膳食营养补充食品>普通膳食营养食品>其他膳食营养补充食品>润喉糖,食品
tb,125094021,保健食品/膳食营养补充食品>普通膳食营养食品>其他膳食营养补充食品>膳食补充剂型饮料,食品
tb,125074022,保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物(父级类目),食品
tb,125100021,保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物>低聚糖/寡糖/低GI,食品
tb,125114017,保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物>膳食纤维/果蔬纤维,食品
tb,125038025,保健食品/膳食营养补充食品>普通膳食营养食品>膳食纤维/碳水化合物>生物多糖,食品
tb,125104021,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒(父级类目),食品
tb,125038023,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>钙铁锌/钙镁,食品
tb,125032015,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>维生素/复合维生素,食品
tb,125104023,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>锌/铁/硒,食品
tb,125046029,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>叶酸,食品
tb,125026023,保健食品/膳食营养补充食品>普通膳食营养食品>维生素/矿物质/钙铁锌硒>左旋肉碱,食品
tb,125048007,保健食品/膳食营养补充食品>普通膳食营养食品>运动营养食品(父级类目),食品
tb,125098004,保健食品/膳食营养补充食品>普通膳食营养食品>运动营养食品>耐力类,食品
tb,125104008,保健食品/膳食营养补充食品>普通膳食营养食品>运动营养食品>速度力量类,食品
tb,125084044,保健食品/膳食营养补充食品>普通膳食营养食品>运动营养食品>特殊用途饮料,食品
tb,125038007,保健食品/膳食营养补充食品>普通膳食营养食品>运动营养食品>运动后恢复类,食品
tb,125112019,保健食品/膳食营养补充食品>普通膳食营养食品>脂肪酸/脂类(父级类目),食品
tb,125056020,保健食品/膳食营养补充食品>普通膳食营养食品>脂肪酸/脂类>DHA/EPA/DPA亚麻酸,食品
tb,125056015,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物(父级类目),食品
